school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,C,Z,15,Subject Content 3 for Math,Assessment Area 3 for Math,58.15,99.01,45,7.78,50,46.79,11.45,37,7.95,15.61,16,25,E,63,22,11,42,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,B,Z,14,Subject Content 4 for Math,Assessment Area 4 for Math,83.08,72.6,80,59.43,91,93.59,36.6,75,87.59,17.22,57,62,E,63,17,16,81,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,C,9,Subject Content 5 for Math,Assessment Area 5 for Math,15.2,63.15,45,26.53,60,36.56,41.47,39,4.86,73.36,3,43,E,17,36,30,83,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,A,10,Subject Content 6 for Math,Assessment Area 6 for Math,65.67,74.5,97,49.18,68,56.65,82.93,36,71.5,45.3,62,91,E,95,13,1,61,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,A,D,3,Subject Content 7 for Math,Assessment Area 7 for Math,34.67,26.75,94,43.42,80,70.57,85.84,78,76.96,0.3,12,52,E,91,61,65,93,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,C,C,21,Subject Content 8 for Math,Assessment Area 8 for Math,74.9,18.13,98,38.99,73,55.72,39.7,79,86.14,15.86,50,9,E,77,62,39,66,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,B,C,20,Subject Content 9 for Math,Assessment Area 9 for Math,98.16,87.92,59,71.61,48,30.43,54.63,71,96.39,44.59,61,61,E,93,18,96,90,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,A,B,1,Subject Content 10 for Math,Assessment Area 10 for Math,81.6,82.15,45,81.03,48,23.61,8.89,74,94.18,30.09,1,18,E,39,54,14,37,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,Z,13,Subject Content 1 for Math,Assessment Area 1 for Math,59.42,25.36,70,90.53,86,70.46,55.83,88,61.79,21.3,95,82,E,71,67,83,6,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,C,D,12,Subject Content 2 for Math,Assessment Area 2 for Math,87.6,5.73,24,5.54,72,76.25,26,71,83.46,56.64,31,97,E,43,3,51,68,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,B,D,7,Subject Content 3 for Math,Assessment Area 3 for Math,1.92,34.64,79,68.59,87,80.25,97.79,58,76.14,92.3,63,35,E,41,93,43,96,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,B,23,Subject Content 4 for Math,Assessment Area 4 for Math,8.66,72.15,54,43.07,12,16.75,27.31,49,8.46,32.76,7,24,E,17,88,61,55,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,C,A,5,Subject Content 5 for Math,Assessment Area 5 for Math,78.99,85.44,39,12.36,47,5.42,54.82,87,96.42,42.42,61,51,E,63,59,72,98,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,B,Z,22,Subject Content 6 for Math,Assessment Area 6 for Math,67.64,50.24,51,73.27,15,80.62,3.41,17,99.81,88.33,42,41,E,10,7,67,53,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,B,C,16,Subject Content 7 for Math,Assessment Area 7 for Math,97.29,20.86,37,17.79,58,79.28,56.93,46,68.45,14.54,56,25,E,19,85,71,44,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,A,A,4,Subject Content 8 for Math,Assessment Area 8 for Math,3.08,42.66,31,75.85,23,74.41,53.51,30,5.75,56.61,72,27,E,67,47,70,34,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,A,D,8,Subject Content 9 for Math,Assessment Area 9 for Math,63.97,79.74,61,39.24,87,74.96,42.25,21,63.77,52.82,42,69,E,53,58,75,89,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,C,24,Subject Content 10 for Math,Assessment Area 10 for Math,96.64,72.88,37,62.95,16,64.16,67.37,41,13.14,97.53,44,31,E,51,71,10,4,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,A,6,Subject Content 1 for Math,Assessment Area 1 for Math,87.39,22.54,47,5.47,95,44.6,63.73,66,69.74,99.36,89,21,E,7,65,8,16,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,A,Z,17,Subject Content 2 for Math,Assessment Area 2 for Math,38.94,51.94,82,59.77,68,17.95,80.27,32,64.14,7.77,72,13,E,78,50,49,25,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,D,B,19,Subject Content 3 for Math,Assessment Area 3 for Math,27.55,39.82,12,89.95,99,83.33,75.07,74,69.42,3.07,84,98,E,19,23,3,79,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,C,C,25,Subject Content 4 for Math,Assessment Area 4 for Math,94.66,1.84,87,54.76,100,29.82,69.72,32,49.4,75.72,96,65,E,14,98,71,55,Participation
"Christ King Catholic School, Bass Hill",2022,11,First Name 11,Last Name 11,6,Class 6,Math,A,B,18,Subject Content 5 for Math,Assessment Area 5 for Math,85.05,86.28,59,37.58,91,57.68,88.69,21,99.67,77.1,79,83,E,47,76,53,72,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,Z,16,Subject Content 1 for Science,Assessment Area 1 for Science,65.26,39.85,59,77.11,64,33.55,26.92,38,18.62,19.99,87,15,E,54,4,47,41,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,B,25,Subject Content 2 for Science,Assessment Area 2 for Science,64.27,72.65,44,16.03,74,4.1,82.89,98,18.9,43.16,40,89,E,45,44,33,54,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,Z,17,Subject Content 3 for Science,Assessment Area 3 for Science,61.96,94.71,30,74.03,14,51.54,51.99,98,76.98,54.7,52,34,E,45,33,23,96,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,B,D,6,Subject Content 4 for Science,Assessment Area 4 for Science,52.38,17.67,68,11.02,41,16.51,99.67,96,18.9,98.46,13,50,E,24,40,19,58,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,B,4,Subject Content 5 for Science,Assessment Area 5 for Science,0.39,92.39,14,24.36,79,55.06,21.93,75,49.24,45.39,29,6,E,54,41,28,9,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,D,7,Subject Content 6 for Science,Assessment Area 6 for Science,87.39,58.43,20,24.38,13,65.62,98.38,34,55.31,86.89,36,12,E,16,35,100,12,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,C,Z,19,Subject Content 7 for Science,Assessment Area 7 for Science,66.23,31.82,12,90.14,85,14.94,35.69,20,2.78,82.35,72,60,E,16,45,73,36,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,B,C,14,Subject Content 8 for Science,Assessment Area 8 for Science,32.02,45.87,74,45.36,67,54.24,27.72,86,38.03,77.31,35,76,E,31,43,69,56,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,B,A,1,Subject Content 9 for Science,Assessment Area 9 for Science,87.32,64.26,79,34.9,37,61.24,13.78,55,46.98,8.39,41,19,E,50,67,77,21,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,A,10,Subject Content 10 for Science,Assessment Area 10 for Science,67.32,15.1,32,98.33,75,34,24.32,65,7.08,81.41,36,2,E,1,47,41,15,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,C,D,21,Subject Content 1 for Science,Assessment Area 1 for Science,11.45,51.16,17,7.16,48,35.44,84.74,30,95.9,15.34,51,31,E,21,5,1,34,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,B,C,24,Subject Content 2 for Science,Assessment Area 2 for Science,98.8,92.36,49,6.99,28,42.48,28.84,76,23.61,85.82,53,47,E,10,15,87,41,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,Z,5,Subject Content 3 for Science,Assessment Area 3 for Science,11.5,77.75,82,88.74,95,37.66,88.61,33,92.44,22.59,56,80,E,55,89,84,89,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,Z,15,Subject Content 4 for Science,Assessment Area 4 for Science,20.37,42.68,98,9.74,85,30.89,31.5,79,90.89,34.05,16,96,E,85,41,75,6,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,B,9,Subject Content 5 for Science,Assessment Area 5 for Science,81.2,17.94,36,12.94,40,75.56,73.7,49,83.1,35.04,92,69,E,59,52,10,25,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,C,23,Subject Content 6 for Science,Assessment Area 6 for Science,48.56,20.87,37,21.13,51,85.81,72.66,27,31.01,57.65,68,21,E,10,92,83,24,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,Z,3,Subject Content 7 for Science,Assessment Area 7 for Science,90.44,46.31,97,43.17,72,75.73,60.49,53,26.38,94.83,50,67,E,64,47,39,97,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,B,20,Subject Content 8 for Science,Assessment Area 8 for Science,67.49,62.77,79,29.08,12,38.03,78.92,51,26.99,56.72,60,49,E,10,34,1,23,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,B,Z,12,Subject Content 9 for Science,Assessment Area 9 for Science,80.82,8.22,80,82.54,78,96.91,45.02,12,7.58,39.25,47,51,E,26,45,80,94,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,C,D,8,Subject Content 10 for Science,Assessment Area 10 for Science,80.44,20.55,15,68.97,39,82.98,50.18,30,69.17,14.5,59,6,E,52,43,52,19,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,B,Z,22,Subject Content 1 for Science,Assessment Area 1 for Science,58.92,79.34,69,38.32,41,5.4,50.92,42,93.35,11.78,21,78,E,1,60,95,39,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,C,A,13,Subject Content 2 for Science,Assessment Area 2 for Science,16.42,90.35,36,65.56,10,94.26,71.26,85,33.39,67.63,39,87,E,58,19,61,14,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,B,18,Subject Content 3 for Science,Assessment Area 3 for Science,95.88,19.37,19,63.47,20,81.47,59.06,43,46.4,50.02,44,35,E,23,92,51,65,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,A,B,11,Subject Content 4 for Science,Assessment Area 4 for Science,1.39,33.51,84,5.75,66,16.84,64.96,78,77.43,18.87,23,64,E,60,74,4,58,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Science,D,B,2,Subject Content 5 for Science,Assessment Area 5 for Science,79.21,36.79,74,44.71,16,17.74,92.17,34,90.38,63.44,44,26,E,16,65,51,99,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,B,2,Subject Content 1 for Math,Assessment Area 1 for Math,52.68,51.48,22,30.7,37,44.53,60.03,23,81.16,5.85,55,94,E,52,64,72,85,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,A,17,Subject Content 2 for Math,Assessment Area 2 for Math,37.53,96.52,34,47.3,40,24.86,69,41,74.23,59.72,19,2,E,59,61,94,39,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,D,15,Subject Content 3 for Math,Assessment Area 3 for Math,90.51,5.87,30,0.59,66,87.37,38.31,97,84.99,73.76,40,41,E,17,27,33,92,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,D,24,Subject Content 4 for Math,Assessment Area 4 for Math,10.92,67.94,46,53.94,85,57.29,30.39,22,39.99,91.56,36,35,E,53,90,21,82,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,Z,11,Subject Content 5 for Math,Assessment Area 5 for Math,24.3,81.58,43,26.23,33,41.67,54.02,10,82.17,17.72,44,46,E,36,16,18,13,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,Z,13,Subject Content 6 for Math,Assessment Area 6 for Math,67.23,26.58,55,79.54,80,40.61,1.79,95,3.04,50.75,77,10,E,57,59,73,30,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,C,5,Subject Content 7 for Math,Assessment Area 7 for Math,10.71,98.11,63,31.08,100,15.4,68.52,27,2.91,24.17,77,68,E,36,15,45,45,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,C,C,1,Subject Content 8 for Math,Assessment Area 8 for Math,22.18,84.62,59,65.77,95,66.1,21.66,45,0.5,73.53,35,74,E,32,8,12,78,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,D,18,Subject Content 9 for Math,Assessment Area 9 for Math,83.52,77.55,68,53.24,66,97.74,78.71,85,32.45,11.48,32,85,E,3,21,97,92,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,B,22,Subject Content 10 for Math,Assessment Area 10 for Math,16.76,15.54,96,40.3,74,10.72,28.21,22,74.96,26.84,98,95,E,5,98,36,23,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,A,6,Subject Content 1 for Math,Assessment Area 1 for Math,22.7,1.73,29,84.16,74,21.82,76.51,79,23.63,58.58,69,80,E,97,43,78,94,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,B,23,Subject Content 2 for Math,Assessment Area 2 for Math,61.4,15.91,73,35.02,68,29.35,57.9,20,32.32,33.33,47,5,E,24,92,64,29,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,D,D,12,Subject Content 3 for Math,Assessment Area 3 for Math,48.03,42.65,54,97.32,41,16.42,97.82,78,85.68,2.11,89,97,E,56,61,64,50,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,D,19,Subject Content 4 for Math,Assessment Area 4 for Math,23.28,68.62,56,34.14,53,91.71,98.9,96,59.32,22.03,8,31,E,15,71,29,71,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,A,9,Subject Content 5 for Math,Assessment Area 5 for Math,12.79,88.74,52,42.87,21,35.16,38.72,46,16.08,64.6,65,15,E,70,73,89,36,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,Z,8,Subject Content 6 for Math,Assessment Area 6 for Math,48.97,70.4,31,85.93,69,31.96,35.11,34,25.67,32.79,22,100,E,11,23,71,97,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,D,7,Subject Content 7 for Math,Assessment Area 7 for Math,82.87,51.52,51,48.27,10,57.62,12.73,46,54.22,30.82,46,4,E,59,2,75,52,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,B,20,Subject Content 8 for Math,Assessment Area 8 for Math,96.69,53.87,75,33.02,89,31,3.78,14,47.61,55.99,59,29,E,99,80,94,61,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,A,16,Subject Content 9 for Math,Assessment Area 9 for Math,7.17,47.37,30,44.09,100,48.59,66.87,13,41.82,15.01,98,81,E,3,94,57,67,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,D,14,Subject Content 10 for Math,Assessment Area 10 for Math,35.25,96.3,66,9.4,78,50.93,37.85,45,15.61,92.82,29,64,E,30,47,88,33,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,B,10,Subject Content 1 for Math,Assessment Area 1 for Math,50,3.12,68,27.21,34,45.47,29.57,29,18.21,48.91,72,59,E,73,45,13,12,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,C,C,21,Subject Content 2 for Math,Assessment Area 2 for Math,72.75,90.51,88,40.15,70,78.28,17.88,32,6.89,84.95,8,23,E,77,52,36,81,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,A,Z,25,Subject Content 3 for Math,Assessment Area 3 for Math,58.22,87.62,72,57.34,81,79.17,13.38,32,20.36,21.43,6,41,E,54,79,51,45,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,B,C,3,Subject Content 4 for Math,Assessment Area 4 for Math,1.05,38.61,72,95.69,32,65.29,81.83,100,32.33,16.63,97,58,E,88,59,26,78,Participation
"Christ King Catholic School, Bass Hill",2022,12,First Name 12,Last Name 12,8,Class 8,Math,C,B,4,Subject Content 5 for Math,Assessment Area 5 for Math,12.46,8.38,60,11.65,91,95.99,13.15,68,96.76,93.19,44,36,E,9,24,25,32,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,C,Z,10,Subject Content 1 for Science,Assessment Area 1 for Science,2.28,49.88,68,61.99,86,44.23,7.52,43,37.35,37.4,66,30,E,79,2,79,5,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,B,16,Subject Content 2 for Science,Assessment Area 2 for Science,97.35,3.31,97,68.91,62,84.53,46.86,17,42.23,18.45,42,9,E,62,90,70,26,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,B,B,11,Subject Content 3 for Science,Assessment Area 3 for Science,2.77,85.09,23,82.7,51,70.41,86.9,99,28.47,27.57,65,43,E,16,33,37,83,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,B,Z,4,Subject Content 4 for Science,Assessment Area 4 for Science,4.18,56.22,86,19.98,70,58.78,56.27,19,66.41,83.87,67,60,E,39,17,87,74,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,A,21,Subject Content 5 for Science,Assessment Area 5 for Science,41.61,17.34,53,67.53,63,10.63,48.45,55,31.16,10.31,44,23,E,74,79,20,63,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,A,A,14,Subject Content 6 for Science,Assessment Area 6 for Science,72.39,55.62,91,92.02,31,55.51,23.04,11,69.5,58.33,30,58,E,49,89,8,69,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,B,D,23,Subject Content 7 for Science,Assessment Area 7 for Science,45.64,6.59,52,37.72,25,28.38,0.21,40,57.25,54.82,50,72,E,26,3,25,20,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,C,B,22,Subject Content 8 for Science,Assessment Area 8 for Science,38.75,29.07,91,32.35,53,7.86,39.88,73,24.15,72.8,12,19,E,36,75,89,8,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,A,D,3,Subject Content 9 for Science,Assessment Area 9 for Science,4.84,40.37,38,53.69,15,43.48,16.33,28,95.8,33.09,50,74,E,13,61,49,51,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,B,C,17,Subject Content 10 for Science,Assessment Area 10 for Science,71.51,51.29,49,54.11,93,8.46,35.8,98,49.59,34.85,99,50,E,37,84,55,75,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,C,C,12,Subject Content 1 for Science,Assessment Area 1 for Science,39.55,71.23,46,45.04,91,30.12,37.3,52,20.44,42.9,93,58,E,31,93,65,95,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,A,D,8,Subject Content 2 for Science,Assessment Area 2 for Science,14.37,16.74,51,34.22,21,44.07,78.26,84,99.99,56.55,33,86,E,7,21,60,58,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,A,13,Subject Content 3 for Science,Assessment Area 3 for Science,90.65,67.58,39,27.33,84,36.81,11.59,77,67.38,88.7,81,58,E,39,27,82,39,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,A,D,24,Subject Content 4 for Science,Assessment Area 4 for Science,71.85,68.46,24,59.25,16,9.79,45.31,10,12.9,7.5,62,16,E,12,4,22,2,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,B,Z,15,Subject Content 5 for Science,Assessment Area 5 for Science,10.34,64.16,89,25.45,91,13.27,99.94,97,72.18,0.12,99,12,E,90,16,39,18,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,A,Z,9,Subject Content 6 for Science,Assessment Area 6 for Science,76.33,69.1,65,20.06,62,71.11,61.52,29,12.53,64.31,62,88,E,6,71,52,33,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,C,C,18,Subject Content 7 for Science,Assessment Area 7 for Science,73.08,45.5,67,49.06,90,93.13,7.33,92,64.65,40.56,2,42,E,70,51,11,17,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,Z,2,Subject Content 8 for Science,Assessment Area 8 for Science,13.28,23.96,53,48.68,44,24.59,75.05,22,91.22,21.63,6,33,E,81,27,96,89,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,C,Z,19,Subject Content 9 for Science,Assessment Area 9 for Science,75.99,58.13,61,90.12,83,37.52,30.14,93,45.4,27.87,66,4,E,7,61,16,100,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,A,25,Subject Content 10 for Science,Assessment Area 10 for Science,28.2,6.27,20,21.04,98,15.08,28.56,33,57.9,59.66,80,67,E,49,64,77,51,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,C,7,Subject Content 1 for Science,Assessment Area 1 for Science,12.37,40.28,25,55.76,97,56.58,87.7,79,98.52,36.65,76,16,E,47,49,16,10,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,B,Z,20,Subject Content 2 for Science,Assessment Area 2 for Science,62.34,45.46,58,34.58,14,42.44,72.41,46,70.34,42.15,41,80,E,64,89,73,58,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,A,5,Subject Content 3 for Science,Assessment Area 3 for Science,72.94,36.3,86,13.03,52,22.22,89.39,18,36.46,7.39,42,78,E,68,75,40,63,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,A,C,1,Subject Content 4 for Science,Assessment Area 4 for Science,46.48,93.79,45,71.76,46,34.35,1.86,32,48.97,1.66,94,23,E,41,91,42,22,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Science,D,C,6,Subject Content 5 for Science,Assessment Area 5 for Science,7.54,39.97,41,13.96,71,31.59,18.16,49,79.54,67.4,10,26,E,28,50,45,87,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,A,6,Subject Content 1 for Math,Assessment Area 1 for Math,64.75,66.83,48,17.45,51,42.11,13.53,34,3.72,21.04,58,24,E,53,26,18,29,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,A,C,16,Subject Content 2 for Math,Assessment Area 2 for Math,9.29,7.33,61,28.97,60,58.05,56.07,12,66.54,41.66,17,14,E,4,73,94,22,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,D,7,Subject Content 3 for Math,Assessment Area 3 for Math,46.96,97.86,48,66.48,65,36.55,90.77,37,81.44,54.52,10,88,E,43,99,93,95,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,C,A,17,Subject Content 4 for Math,Assessment Area 4 for Math,31.22,31.23,51,49.42,70,84.75,30.97,24,73.88,30.77,85,14,E,95,44,52,81,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,Z,19,Subject Content 5 for Math,Assessment Area 5 for Math,94.43,81.96,58,53.51,10,38.65,4.92,22,42.98,35.9,33,88,E,53,10,28,9,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,A,B,24,Subject Content 6 for Math,Assessment Area 6 for Math,92.51,31.23,34,11.57,30,26.41,47.16,16,59.13,87.11,59,27,E,40,28,49,6,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,C,14,Subject Content 7 for Math,Assessment Area 7 for Math,42.32,37.99,27,11.81,14,17.05,5.85,29,41.87,74.67,47,62,E,28,22,76,59,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,D,2,Subject Content 8 for Math,Assessment Area 8 for Math,94.15,18.39,53,94.07,85,53.95,96.31,47,93.08,13.71,9,56,E,6,78,39,40,Participation
